code,name,description,refreshed_at,from_date,to_date
LIVECHAT,"Stock Prices for LIVECHAT, ISIN PLLVTSF00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LIVECHAT<br><br>ISIN: PLLVTSF00010<br><br>Currency: PLN,2020-04-24 18:30:34,2014-04-11,2020-04-24
LOKUM,"Stock Prices for LOKUM, ISIN PLLKMDW00049, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LOKUM<br><br>ISIN: PLLKMDW00049<br><br>Currency: PLN,2020-04-24 18:30:34,2015-12-15,2020-04-24
LOTOS,"Stock Prices for LOTOS, ISIN PLLOTOS00025, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LOTOS<br><br>ISIN: PLLOTOS00025<br><br>Currency: PLN,2020-04-24 18:30:34,2005-06-09,2020-04-24
LPP,"Stock Prices for LPP, ISIN PLLPP0000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LPP<br><br>ISIN: PLLPP0000011<br><br>Currency: PLN,2020-04-24 18:30:34,2001-05-16,2020-04-24
LSISOFT,"Stock Prices for LSISOFT, ISIN PLLSSFT00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LSISOFT<br><br>ISIN: PLLSSFT00016<br><br>Currency: PLN,2020-04-24 18:30:34,2007-03-02,2020-04-24
LSTCAPITA,"Stock Prices for LSTCAPITA, ISIN PLLSTIA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LSTCAPITA<br><br>ISIN: PLLSTIA00018<br><br>Currency: PLN,2016-09-12 16:29:16,2010-05-26,2014-01-21
LTL,"Stock Prices for LTL, ISIN PLLTL0000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LTL<br><br>ISIN: PLLTL0000012<br><br>Currency: PLN,2016-09-12 18:58:27,1999-12-28,2003-12-19
LUBAWA,"Stock Prices for LUBAWA, ISIN PLLUBAW00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LUBAWA<br><br>ISIN: PLLUBAW00013<br><br>Currency: PLN,2020-04-24 18:30:34,1996-11-18,2020-04-24
LUKBUT,"Stock Prices for LUKBUT, ISIN PLLKBUT00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LUKBUT<br><br>ISIN: PLLKBUT00018<br><br>Currency: PLN,2016-09-12 19:15:54,1998-02-11,2002-04-18
LZPS,"Stock Prices for LZPS, ISIN PLLZPSK00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: LZPS<br><br>ISIN: PLLZPSK00019<br><br>Currency: PLN,2016-09-12 19:15:54,1998-07-14,2007-12-06
MABION,"Stock Prices for MABION, ISIN PLMBION00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MABION<br><br>ISIN: PLMBION00016<br><br>Currency: PLN,2020-04-24 18:30:34,2013-04-23,2020-04-24
MAGELLAN,"Stock Prices for MAGELLAN, ISIN PLMGLAN00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MAGELLAN<br><br>ISIN: PLMGLAN00018<br><br>Currency: PLN,2016-12-09 19:01:31,2007-10-01,2016-12-05
MAKARONPL,"Stock Prices for MAKARONPL, ISIN PLMKRNP00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MAKARONPL<br><br>ISIN: PLMKRNP00015<br><br>Currency: PLN,2020-04-24 18:30:34,2007-06-06,2020-04-24
MAKRUM,"Stock Prices for MAKRUM, ISIN PLMAKRM00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MAKRUM<br><br>ISIN: PLMAKRM00019<br><br>Currency: PLN,2016-09-12 16:29:16,2007-08-23,2014-04-02
MANGATA,"Stock Prices for MANGATA, ISIN PLZTKMA00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MANGATA<br><br>ISIN: PLZTKMA00017<br><br>Currency: PLN,2020-04-24 18:30:34,2016-10-03,2020-04-24
MANOMETRY,"Stock Prices for MANOMETRY, ISIN PLKFMAN00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MANOMETRY<br><br>ISIN: PLKFMAN00012<br><br>Currency: PLN,2016-09-12 19:15:54,1998-08-12,2004-12-22
MARVIPOL,"Stock Prices for MARVIPOL, ISIN PLMRVDV00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MARVIPOL<br><br>ISIN: PLMRVDV00011<br><br>Currency: PLN,2020-04-24 18:30:34,2008-06-19,2020-04-24
MASTERPHA,"Stock Prices for MASTERPHA, ISIN PLMSTPH00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MASTERPHA<br><br>ISIN: PLMSTPH00016<br><br>Currency: PLN,2020-04-24 18:30:34,2016-04-28,2020-04-24
MASTERS,"Stock Prices for MASTERS, ISIN PLELPO000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MASTERS<br><br>ISIN: PLELPO000016<br><br>Currency: PLN,2016-09-12 19:32:31,1997-02-20,2007-12-06
MAXCOM,"Stock Prices for MAXCOM, ISIN PLMXCMS00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MAXCOM<br><br>ISIN: PLMXCMS00016<br><br>Currency: PLN,2020-04-24 18:30:34,2017-06-30,2020-04-24
MBANK,"Stock Prices for MBANK, ISIN PLBRE0000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MBANK<br><br>ISIN: PLBRE0000012<br><br>Currency: PLN,2020-04-24 18:30:34,2013-11-26,2020-04-24
MBWS,"Stock Prices for MBWS, ISIN FR0000060873, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MBWS<br><br>ISIN: FR0000060873<br><br>Currency: PLN,2020-04-24 18:30:34,2015-12-04,2020-04-24
MCI,"Stock Prices for MCI, ISIN PLMCIMG00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MCI<br><br>ISIN: PLMCIMG00012<br><br>Currency: PLN,2020-04-24 18:30:34,2001-02-01,2020-04-24
MCLOGIC,"Stock Prices for MCLOGIC, ISIN PLMCSFT00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MCLOGIC<br><br>ISIN: PLMCSFT00018<br><br>Currency: PLN,2017-10-06 18:30:20,2000-05-31,2017-10-06
MDIENERGIA,"Stock Prices for MDIENERGIA, ISIN PLNFI1000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MDIENERGIA<br><br>ISIN: PLNFI1000012<br><br>Currency: PLN,2020-04-24 18:30:34,2015-12-15,2020-04-24
MEDIACAP,"Stock Prices for MEDIACAP, ISIN PLEMLAB00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MEDIACAP<br><br>ISIN: PLEMLAB00018<br><br>Currency: PLN,2020-04-24 18:30:34,2016-08-11,2020-04-24
MEDIATEL,"Stock Prices for MEDIATEL, ISIN PLSMMDA00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MEDIATEL<br><br>ISIN: PLSMMDA00012<br><br>Currency: PLN,2020-04-24 18:30:34,2004-07-05,2020-04-24
MEDICALG,"Stock Prices for MEDICALG, ISIN PLMDCLG00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MEDICALG<br><br>ISIN: PLMDCLG00015<br><br>Currency: PLN,2020-04-24 18:30:34,2014-02-03,2020-04-24
MEGARON,"Stock Prices for MEGARON, ISIN PLMGRON00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MEGARON<br><br>ISIN: PLMGRON00016<br><br>Currency: PLN,2020-04-24 18:30:34,2011-05-20,2020-04-24
MENNICA,"Stock Prices for MENNICA, ISIN PLMNNCP00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MENNICA<br><br>ISIN: PLMNNCP00011<br><br>Currency: PLN,2020-04-24 18:30:34,1998-04-07,2020-04-24
MERCATOR,"Stock Prices for MERCATOR, ISIN PLMRCTR00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MERCATOR<br><br>ISIN: PLMRCTR00015<br><br>Currency: PLN,2020-04-24 18:30:34,2014-01-17,2020-04-24
MERCOR,"Stock Prices for MERCOR, ISIN PLMRCOR00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MERCOR<br><br>ISIN: PLMRCOR00016<br><br>Currency: PLN,2020-04-24 18:30:34,2007-07-19,2020-04-24
MEWA,"Stock Prices for MEWA, ISIN PLMEWA000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MEWA<br><br>ISIN: PLMEWA000012<br><br>Currency: PLN,2016-09-12 16:58:58,2007-01-03,2015-09-07
MEXPOLSKA,"Stock Prices for MEXPOLSKA, ISIN PLMEXPL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MEXPOLSKA<br><br>ISIN: PLMEXPL00010<br><br>Currency: PLN,2020-04-24 18:30:34,2012-05-25,2020-04-24
MFO,"Stock Prices for MFO, ISIN PLMFO0000013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MFO<br><br>ISIN: PLMFO0000013<br><br>Currency: PLN,2020-04-24 18:30:34,2014-01-09,2020-04-24
MIDAS,"Stock Prices for MIDAS, ISIN PLNFI0900014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MIDAS<br><br>ISIN: PLNFI0900014<br><br>Currency: PLN,2016-09-12 19:32:31,1997-06-12,2016-08-08
MIESZKO,"Stock Prices for MIESZKO, ISIN PLMSZKO00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MIESZKO<br><br>ISIN: PLMSZKO00010<br><br>Currency: PLN,2016-09-12 19:32:31,1997-06-17,2014-12-30
MILKILAND,"Stock Prices for MILKILAND, ISIN NL0009508712, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MILKILAND<br><br>ISIN: NL0009508712<br><br>Currency: PLN,2020-04-24 18:30:34,2010-12-06,2020-04-24
MILLENNIUM,"Stock Prices for MILLENNIUM, ISIN PLBIG0000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MILLENNIUM<br><br>ISIN: PLBIG0000016<br><br>Currency: PLN,2020-04-24 18:30:34,1992-08-13,2020-04-24
MILMET,"Stock Prices for MILMET, ISIN PLMLMET00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MILMET<br><br>ISIN: PLMLMET00015<br><br>Currency: PLN,2016-09-12 19:15:54,1998-04-02,2006-09-22
MIRACULUM,"Stock Prices for MIRACULUM, ISIN PLKLSTN00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MIRACULUM<br><br>ISIN: PLKLSTN00017<br><br>Currency: PLN,2020-04-24 18:30:34,2011-01-07,2020-04-24
MIRBUD,"Stock Prices for MIRBUD, ISIN PLMRBUD00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MIRBUD<br><br>ISIN: PLMRBUD00015<br><br>Currency: PLN,2020-04-24 18:30:34,2008-12-29,2020-04-24
MISPOL,"Stock Prices for MISPOL, ISIN PLMISPL00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MISPOL<br><br>ISIN: PLMISPL00011<br><br>Currency: PLN,2016-09-12 16:58:58,2006-06-22,2014-02-10
MIT,"Stock Prices for MIT, ISIN PLPPWK000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MIT<br><br>ISIN: PLPPWK000014<br><br>Currency: PLN,2016-09-12 16:29:16,2007-12-07,2016-02-12
MITEX,"Stock Prices for MITEX, ISIN PLMITEX00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MITEX<br><br>ISIN: PLMITEX00018<br><br>Currency: PLN,2016-09-12 18:58:28,1999-01-14,2004-05-26
MLPGROUP,"Stock Prices for MLPGROUP, ISIN PLMLPGR00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MLPGROUP<br><br>ISIN: PLMLPGR00017<br><br>Currency: PLN,2020-04-24 18:30:34,2013-10-28,2020-04-24
MLSYSTEM,"Stock Prices for MLSYSTEM, ISIN PLMLSTM00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MLSYSTEM<br><br>ISIN: PLMLSTM00015<br><br>Currency: PLN,2020-04-24 18:30:34,2018-06-28,2020-04-24
MMPPL,"Stock Prices for MMPPL, ISIN PLMLMDP00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MMPPL<br><br>ISIN: PLMLMDP00015<br><br>Currency: PLN,2016-09-12 16:58:58,2006-11-13,2011-11-07
MNI,"Stock Prices for MNI, ISIN PLSZPTL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MNI<br><br>ISIN: PLSZPTL00010<br><br>Currency: PLN,2018-10-26 18:30:23,1999-04-13,2018-10-26
MOBRUK,"Stock Prices for MOBRUK, ISIN PLMOBRK00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOBRUK<br><br>ISIN: PLMOBRK00013<br><br>Currency: PLN,2020-04-24 18:30:34,2012-04-25,2020-04-24
MOJ,"Stock Prices for MOJ, ISIN PLMOJ0000015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOJ<br><br>ISIN: PLMOJ0000015<br><br>Currency: PLN,2020-04-24 18:30:34,2007-08-14,2020-04-24
MOL,"Stock Prices for MOL, ISIN HU0000153937, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOL<br><br>ISIN: HU0000153937<br><br>Currency: PLN,2020-04-24 18:30:34,2004-12-22,2020-04-24
MONNARI,"Stock Prices for MONNARI, ISIN PLMNRTR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MONNARI<br><br>ISIN: PLMNRTR00012<br><br>Currency: PLN,2020-04-24 18:30:34,2007-02-13,2020-04-24
MORIZON,"Stock Prices for MORIZON, ISIN PLMORZN00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MORIZON<br><br>ISIN: PLMORZN00016<br><br>Currency: PLN,2020-04-24 18:30:34,2017-07-05,2020-04-24
MORLINY,"Stock Prices for MORLINY, ISIN PLZMOMR00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MORLINY<br><br>ISIN: PLZMOMR00018<br><br>Currency: PLN,2016-09-12 19:15:54,1998-05-20,2002-11-21
MOSTALEXP,"Stock Prices for MOSTALEXP, ISIN PLMSTEX00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTALEXP<br><br>ISIN: PLMSTEX00017<br><br>Currency: PLN,2016-09-12 20:28:14,1992-05-28,2014-05-30
MOSTALGD,"Stock Prices for MOSTALGD, ISIN PLMSTGD00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTALGD<br><br>ISIN: PLMSTGD00014<br><br>Currency: PLN,2016-09-12 19:49:00,1995-11-22,2003-09-10
MOSTALPLC,"Stock Prices for MOSTALPLC, ISIN PLMSTPL00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTALPLC<br><br>ISIN: PLMSTPL00018<br><br>Currency: PLN,2020-04-24 18:30:34,1998-09-15,2020-04-24
MOSTALWAR,"Stock Prices for MOSTALWAR, ISIN PLMSTWS00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTALWAR<br><br>ISIN: PLMSTWS00019<br><br>Currency: PLN,2020-04-24 18:30:34,1993-10-14,2020-04-24
MOSTALZAB,"Stock Prices for MOSTALZAB, ISIN PLMSTZB00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTALZAB<br><br>ISIN: PLMSTZB00018<br><br>Currency: PLN,2020-04-24 18:30:34,1994-10-05,2020-04-24
MOSTOSTAL_KRAK,"Stock Prices for MOSTOSTAL KRAK, ISIN PLMSTKR00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTOSTAL KRAK<br><br>ISIN: PLMSTKR00016<br><br>Currency: PLN,2016-09-12 19:32:32,1997-01-14,1997-05-28
MOSTOSTAL_KRAK_W,"Stock Prices for MOSTOSTAL KRAKÓW, ISIN PLMSTKR00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MOSTOSTAL KRAKÓW<br><br>ISIN: PLMSTKR00016<br><br>Currency: PLN,2016-09-12 19:32:31,1997-06-02,2000-10-19
MSXRESOUR,"Stock Prices for MSXRESOUR, ISIN PLMSTEX00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MSXRESOUR<br><br>ISIN: PLMSTEX00017<br><br>Currency: PLN,2016-09-08 14:14:58,2014-06-02,2016-03-31
MUZA,"Stock Prices for MUZA, ISIN PLMUZA000019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MUZA<br><br>ISIN: PLMUZA000019<br><br>Currency: PLN,2020-04-24 18:30:34,1998-04-08,2020-04-24
MWIG40,Warsaw Stock Exchange Indices: MWIG40,Index: MWIG40<br><br>ISIN: PL9999999912,2020-04-24 20:01:33,2016-10-03,2020-04-24
MWIG40DVP,Warsaw Stock Exchange Indices: MWIG40DVP,Index: MWIG40DVP<br><br>ISIN: PL9999999029,2020-04-24 20:01:33,2018-12-27,2020-04-24
MWIG40TR,Warsaw Stock Exchange Indices: MWIG40TR,Index: MWIG40TR<br><br>ISIN: PL9999999078,2020-04-24 20:01:33,2017-09-18,2020-04-24
MWTRADE,"Stock Prices for MWTRADE, ISIN PLMWTRD00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: MWTRADE<br><br>ISIN: PLMWTRD00013<br><br>Currency: PLN,2020-04-24 18:30:34,2008-12-19,2020-04-24
NAFTA,"Stock Prices for NAFTA, ISIN PLNFTBD00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NAFTA<br><br>ISIN: PLNFTBD00010<br><br>Currency: PLN,2016-09-12 18:58:28,1999-03-25,2011-02-01
NANOGROUP,"Stock Prices for NANOGROUP, ISIN PLNNGRP00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NANOGROUP<br><br>ISIN: PLNNGRP00011<br><br>Currency: PLN,2020-04-24 18:30:34,2017-12-21,2020-04-24
NCINDEX,Warsaw Stock Exchange Indices: NCINDEX,Index: NCINDEX<br><br>ISIN: PL9999999565,2020-04-24 20:01:33,2016-10-03,2020-04-24
NEPENTES,"Stock Prices for NEPENTES, ISIN PLNPNTS00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NEPENTES<br><br>ISIN: PLNPNTS00012<br><br>Currency: PLN,2016-09-12 16:29:22,2008-02-01,2010-12-30
NETIA,"Stock Prices for NETIA, ISIN PLNETIA00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NETIA<br><br>ISIN: PLNETIA00014<br><br>Currency: PLN,2020-04-24 18:30:34,2000-07-11,2020-04-24
NETIA2,"Stock Prices for NETIA2, ISIN PLNETIA00071, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NETIA2<br><br>ISIN: PLNETIA00071<br><br>Currency: PLN,2016-09-12 17:55:21,2003-02-13,2003-06-05
NETMEDIA,"Stock Prices for NETMEDIA, ISIN PLNTMDA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NETMEDIA<br><br>ISIN: PLNTMDA00018<br><br>Currency: PLN,2019-06-17 18:30:20,2006-11-03,2019-06-17
NEUCA,"Stock Prices for NEUCA, ISIN PLTRFRM00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NEUCA<br><br>ISIN: PLTRFRM00018<br><br>Currency: PLN,2020-04-24 18:30:34,2007-12-07,2020-04-24
NEWAG,"Stock Prices for NEWAG, ISIN PLNEWAG00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NEWAG<br><br>ISIN: PLNEWAG00012<br><br>Currency: PLN,2020-04-24 18:30:34,2013-12-05,2020-04-24
NEWWORLDN,"Stock Prices for NEWWORLDN, ISIN NL0006282204, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NEWWORLDN<br><br>ISIN: NL0006282204<br><br>Currency: PLN,2016-09-12 15:02:20,2011-05-09,2012-10-18
NEWWORLDR,"Stock Prices for NEWWORLDR, ISIN GB00B42CTW68, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NEWWORLDR<br><br>ISIN: GB00B42CTW68<br><br>Currency: PLN,2019-12-12 18:31:10,2008-05-12,2019-12-12
NFIEMF,"Stock Prices for NFIEMF, ISIN PLNFI1500011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NFIEMF<br><br>ISIN: PLNFI1500011<br><br>Currency: PLN,2016-10-21 19:01:38,1997-06-12,2016-10-17
NOBLEBANK,"Stock Prices for NOBLEBANK, ISIN PLNOBLE00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOBLEBANK<br><br>ISIN: PLNOBLE00017<br><br>Currency: PLN,2016-09-12 16:29:23,2007-05-30,2007-12-06
NOKAUT,"Stock Prices for NOKAUT, ISIN PLGRNKT00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOKAUT<br><br>ISIN: PLGRNKT00019<br><br>Currency: PLN,2016-09-12 14:44:44,2012-03-14,2015-08-31
NOMI,"Stock Prices for NOMI, ISIN PLPLI0000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOMI<br><br>ISIN: PLPLI0000016<br><br>Currency: PLN,2016-09-12 19:49:00,1996-02-05,2001-07-26
NORDEABP,"Stock Prices for NORDEABP, ISIN PLBKMNL00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NORDEABP<br><br>ISIN: PLBKMNL00018<br><br>Currency: PLN,2016-09-12 19:32:31,1996-09-18,2014-11-13
NORTCOAST,"Stock Prices for NORTCOAST, ISIN PLNRTHC00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NORTCOAST<br><br>ISIN: PLNRTHC00014<br><br>Currency: PLN,2020-04-24 18:30:34,2006-04-10,2020-04-24
NOVAKBM,"Stock Prices for NOVAKBM, ISIN SI0021104052, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOVAKBM<br><br>ISIN: SI0021104052<br><br>Currency: PLN,2016-09-12 15:02:20,2011-05-11,2014-01-03
NOVATURAS,"Stock Prices for NOVATURAS, ISIN LT0000131872, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOVATURAS<br><br>ISIN: LT0000131872<br><br>Currency: PLN,2020-04-24 18:30:34,2018-03-21,2020-04-24
NOVITA,"Stock Prices for NOVITA, ISIN PLNVITA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOVITA<br><br>ISIN: PLNVITA00018<br><br>Currency: PLN,2020-04-24 18:30:34,1994-12-16,2020-04-24
NOVITUS,"Stock Prices for NOVITUS, ISIN PLNOVTS00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOVITUS<br><br>ISIN: PLNOVTS00018<br><br>Currency: PLN,2016-09-12 16:58:58,2005-12-22,2011-12-19
NOWAGALA,"Stock Prices for NOWAGALA, ISIN PLCRMNG00029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NOWAGALA<br><br>ISIN: PLCRMNG00029<br><br>Currency: PLN,2020-04-24 18:30:34,2004-07-14,2020-04-24
NTTSYSTEM,"Stock Prices for NTTSYSTEM, ISIN PLNTSYS00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: NTTSYSTEM<br><br>ISIN: PLNTSYS00013<br><br>Currency: PLN,2020-04-24 18:30:34,2007-07-19,2020-04-24
OAT,"Stock Prices for OAT, ISIN PLONCTH00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OAT<br><br>ISIN: PLONCTH00011<br><br>Currency: PLN,2020-04-24 18:30:34,2018-04-19,2020-04-24
OBORNIKI,"Stock Prices for OBORNIKI, ISIN PLWFM0000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OBORNIKI<br><br>ISIN: PLWFM0000016<br><br>Currency: PLN,2016-09-12 19:15:54,1998-09-09,2005-12-21
OCEAN,"Stock Prices for OCEAN, ISIN PLOCEAN00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OCEAN<br><br>ISIN: PLOCEAN00018<br><br>Currency: PLN,2016-09-12 19:32:31,1996-07-29,2003-03-19
ODLEWNIE,"Stock Prices for ODLEWNIE, ISIN PLODLPL00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ODLEWNIE<br><br>ISIN: PLODLPL00013<br><br>Currency: PLN,2020-04-24 18:30:34,1998-03-12,2020-04-24
OEX,"Stock Prices for OEX, ISIN PLTELL000023, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OEX<br><br>ISIN: PLTELL000023<br><br>Currency: PLN,2020-04-24 18:30:34,2016-01-13,2020-04-24
OKOCIM,"Stock Prices for OKOCIM, ISIN PLOKOCM00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OKOCIM<br><br>ISIN: PLOKOCM00018<br><br>Currency: PLN,2016-09-12 20:28:14,1992-02-13,2004-08-06
OKOCIM_2,"Stock Prices for OKOCIM 2, ISIN PL0000090076, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OKOCIM 2<br><br>ISIN: PL0000090076<br><br>Currency: PLN,2016-09-12 20:08:28,1994-10-17,1995-06-21
OLAWA,"Stock Prices for OLAWA, ISIN PLOLAWA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OLAWA<br><br>ISIN: PLOLAWA00018<br><br>Currency: PLN,2016-09-12 19:49:00,1996-02-21,2004-06-21
OLYMPIC,"Stock Prices for OLYMPIC, ISIN EE3100084021, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OLYMPIC<br><br>ISIN: EE3100084021<br><br>Currency: PLN,2017-09-18 18:30:36,2007-09-26,2017-09-18
ONE2ONE,"Stock Prices for ONE2ONE, ISIN PLONE0000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ONE2ONE<br><br>ISIN: PLONE0000014<br><br>Currency: PLN,2016-09-12 16:58:58,2006-10-11,2015-07-20
