code,name,description,refreshed_at,from_date,to_date
BERLING,"Stock Prices for BERLING, ISIN PLBRLNG00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BERLING<br><br>ISIN: PLBRLNG00015<br><br>Currency: PLN,2020-04-24 18:30:34,2010-04-15,2020-04-24
BEST,"Stock Prices for BEST, ISIN PLBEST000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BEST<br><br>ISIN: PLBEST000010<br><br>Currency: PLN,2020-04-24 18:30:34,1997-05-30,2020-04-24
BETACOM,"Stock Prices for BETACOM, ISIN PLBTCOM00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BETACOM<br><br>ISIN: PLBTCOM00016<br><br>Currency: PLN,2020-04-24 18:30:34,2004-03-19,2020-04-24
BETONSTAL,"Stock Prices for BETONSTAL, ISIN PLBTNSL00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BETONSTAL<br><br>ISIN: PLBTNSL00016<br><br>Currency: PLN,2016-09-12 19:48:59,1995-10-17,2002-09-25
BGDA,"Stock Prices for BGDA, ISIN PLBGDSK00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BGDA<br><br>ISIN: PLBGDSK00016<br><br>Currency: PLN,2016-09-12 19:48:59,1995-12-18,1997-05-30
BGDA_SKI,"Stock Prices for BGDAÑSKI, ISIN PLBGDSK00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BGDAÑSKI<br><br>ISIN: PLBGDSK00016<br><br>Currency: PLN,2016-09-12 19:32:30,1997-06-02,1997-10-13
BGZ,"Stock Prices for BGZ, ISIN PLBGZ0000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BGZ<br><br>ISIN: PLBGZ0000010<br><br>Currency: PLN,2016-09-12 15:02:16,2011-05-27,2015-05-29
BGZBNPP,"Stock Prices for BGZBNPP, ISIN PLBGZ0000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BGZBNPP<br><br>ISIN: PLBGZ0000010<br><br>Currency: PLN,2019-04-02 18:30:31,2015-06-01,2019-04-02
BICK,"Stock Prices for BICK, ISIN PLKPBPB00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BICK<br><br>ISIN: PLKPBPB00017<br><br>Currency: PLN,2016-09-12 19:48:59,1995-10-10,2005-12-02
BIELBAW,"Stock Prices for BIELBAW, ISIN PLBLBAW00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIELBAW<br><br>ISIN: PLBLBAW00013<br><br>Currency: PLN,2016-09-12 19:15:53,1997-12-10,2003-03-27
BIG2,"Stock Prices for BIG2, ISIN PLBIG0000057, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIG2<br><br>ISIN: PLBIG0000057<br><br>Currency: PLN,2016-09-12 19:15:56,1997-09-18,1997-10-20
BIG_2,"Stock Prices for BIG 2, ISIN PL0000090183, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIG 2<br><br>ISIN: PL0000090183<br><br>Currency: PLN,2016-09-12 19:49:01,1994-11-29,1995-04-04
BIK,"Stock Prices for BIK, ISIN PLBIKPT00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIK<br><br>ISIN: PLBIKPT00014<br><br>Currency: PLN,2020-04-24 18:30:34,2016-12-08,2020-04-24
BIOMEDLUB,"Stock Prices for BIOMEDLUB, ISIN PLBMDLB00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIOMEDLUB<br><br>ISIN: PLBMDLB00018<br><br>Currency: PLN,2020-04-24 18:30:34,2015-01-30,2020-04-24
BIOTON,"Stock Prices for BIOTON, ISIN PLBIOTN00029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIOTON<br><br>ISIN: PLBIOTN00029<br><br>Currency: PLN,2020-04-24 18:30:34,2005-03-31,2020-04-24
BIPROMET,"Stock Prices for BIPROMET, ISIN PLBPRMT00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BIPROMET<br><br>ISIN: PLBPRMT00011<br><br>Currency: PLN,2016-09-12 16:29:10,2008-02-06,2015-05-22
BLACKLION,"Stock Prices for BLACKLION, ISIN PLNFI0400015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BLACKLION<br><br>ISIN: PLNFI0400015<br><br>Currency: PLN,2016-09-12 16:29:10,2007-12-07,2015-06-16
BMPAG,"Stock Prices for BMPAG, ISIN DE000A2E3772, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BMPAG<br><br>ISIN: DE000A2E3772<br><br>Currency: PLN,2017-09-01 18:30:32,2004-12-16,2017-09-01
BNPPL,"Stock Prices for BNPPL, ISIN PLPPAB000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BNPPL<br><br>ISIN: PLPPAB000011<br><br>Currency: PLN,2016-09-12 15:02:16,2011-05-04,2015-05-15
BNPPPL,"Stock Prices for BNPPPL, ISIN PLBGZ0000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BNPPPL<br><br>ISIN: PLBGZ0000010<br><br>Currency: PLN,2020-04-24 18:30:34,2019-04-03,2020-04-24
BOGDANKA,"Stock Prices for BOGDANKA, ISIN PLLWBGD00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BOGDANKA<br><br>ISIN: PLLWBGD00016<br><br>Currency: PLN,2020-04-24 18:30:34,2009-07-22,2020-04-24
BOMI,"Stock Prices for BOMI, ISIN PLBOMI000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BOMI<br><br>ISIN: PLBOMI000017<br><br>Currency: PLN,2016-09-12 16:29:11,2007-08-20,2013-09-27
BOOMBIT,"Stock Prices for BOOMBIT, ISIN PLBMBIT00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BOOMBIT<br><br>ISIN: PLBMBIT00010<br><br>Currency: PLN,2020-04-24 18:30:34,2019-06-10,2020-04-24
BORYSZEW,"Stock Prices for BORYSZEW, ISIN PLBRSZW00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BORYSZEW<br><br>ISIN: PLBRSZW00011<br><br>Currency: PLN,2020-04-24 18:30:34,1996-05-20,2020-04-24
BOS,"Stock Prices for BOS, ISIN PLBOS0000019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BOS<br><br>ISIN: PLBOS0000019<br><br>Currency: PLN,2020-04-24 18:30:34,1997-02-03,2020-04-24
BOWIM,"Stock Prices for BOWIM, ISIN PLBOWM000019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BOWIM<br><br>ISIN: PLBOWM000019<br><br>Currency: PLN,2020-04-24 18:30:34,2012-01-25,2020-04-24
BRASTER,"Stock Prices for BRASTER, ISIN PLBRSTR00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BRASTER<br><br>ISIN: PLBRSTR00014<br><br>Currency: PLN,2020-04-24 18:30:34,2015-06-24,2020-04-24
BRE,"Stock Prices for BRE, ISIN PLBRE0000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BRE<br><br>ISIN: PLBRE0000012<br><br>Currency: PLN,2016-09-12 20:28:13,1992-10-06,2013-11-25
BRIJU,"Stock Prices for BRIJU, ISIN PLBRIJU00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BRIJU<br><br>ISIN: PLBRIJU00010<br><br>Currency: PLN,2017-11-03 19:36:20,2014-05-29,2017-11-03
BROK,"Stock Prices for BROK, ISIN PLBROK000018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BROK<br><br>ISIN: PLBROK000018<br><br>Currency: PLN,2016-09-12 19:15:53,1997-08-14,2000-11-15
BSCDRUK,"Stock Prices for BSCDRUK, ISIN PLBSCDO00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BSCDRUK<br><br>ISIN: PLBSCDO00017<br><br>Currency: PLN,2020-04-24 18:30:34,2011-02-11,2020-04-24
BUDIMEX,"Stock Prices for BUDIMEX, ISIN PLBUDMX00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BUDIMEX<br><br>ISIN: PLBUDMX00013<br><br>Currency: PLN,2020-04-24 18:30:34,1995-05-25,2020-04-24
BUDIMEX_POZNA_,"Stock Prices for BUDIMEX POZNAÑ, ISIN PLBUDPZ00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BUDIMEX POZNAÑ<br><br>ISIN: PLBUDPZ00011<br><br>Currency: PLN,2016-09-12 19:15:53,1997-11-19,1999-12-28
BUDOPOL,"Stock Prices for BUDOPOL, ISIN PLBDPWR00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BUDOPOL<br><br>ISIN: PLBDPWR00014<br><br>Currency: PLN,2019-12-06 18:30:45,1998-04-09,2019-12-06
BUDVARCEN,"Stock Prices for BUDVARCEN, ISIN PLBDVR000018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BUDVARCEN<br><br>ISIN: PLBDVR000018<br><br>Currency: PLN,2016-09-12 16:29:11,2007-07-11,2014-07-08
BUMECH,"Stock Prices for BUMECH, ISIN PLBMECH00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BUMECH<br><br>ISIN: PLBMECH00012<br><br>Currency: PLN,2020-04-24 18:30:34,2009-02-05,2020-04-24
BUWOG,"Stock Prices for BUWOG, ISIN AT00BUWOG001, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BUWOG<br><br>ISIN: AT00BUWOG001<br><br>Currency: PLN,2019-05-08 18:30:31,2014-04-29,2019-05-08
BYTOM,"Stock Prices for BYTOM, ISIN PLBYTOM00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BYTOM<br><br>ISIN: PLBYTOM00010<br><br>Currency: PLN,2018-12-20 18:30:17,1995-01-02,2018-12-20
BZWBK,"Stock Prices for BZWBK, ISIN PLBZ00000044, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BZWBK<br><br>ISIN: PLBZ00000044<br><br>Currency: PLN,2018-09-07 18:30:29,2001-06-25,2018-09-07
BZWBK2,"Stock Prices for BZWBK2, ISIN PLBZ00000267, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: BZWBK2<br><br>ISIN: PLBZ00000267<br><br>Currency: PLN,2018-09-07 18:30:29,2017-12-19,2018-09-07
CALATRAVA,"Stock Prices for CALATRAVA, ISIN PLBRSTM00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CALATRAVA<br><br>ISIN: PLBRSTM00015<br><br>Currency: PLN,2019-12-04 18:31:00,2007-12-07,2019-12-04
CAMMEDIA,"Stock Prices for CAMMEDIA, ISIN PLCAMMD00032, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CAMMEDIA<br><br>ISIN: PLCAMMD00032<br><br>Currency: PLN,2016-09-12 16:29:11,2008-06-02,2015-10-26
CAPITAL,"Stock Prices for CAPITAL, ISIN PLCPTLP00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CAPITAL<br><br>ISIN: PLCPTLP00015<br><br>Currency: PLN,2020-04-24 18:30:34,2004-08-20,2020-04-24
CASHFLOW,"Stock Prices for CASHFLOW, ISIN PLCASHF00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CASHFLOW<br><br>ISIN: PLCASHF00018<br><br>Currency: PLN,2017-10-04 18:30:32,2006-07-21,2017-10-04
CCC,"Stock Prices for CCC, ISIN PLCCC0000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CCC<br><br>ISIN: PLCCC0000016<br><br>Currency: PLN,2020-04-24 18:30:34,2004-12-02,2020-04-24
CCENERGY,"Stock Prices for CCENERGY, ISIN PLKAREN00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CCENERGY<br><br>ISIN: PLKAREN00014<br><br>Currency: PLN,2020-04-24 18:30:34,2011-01-27,2020-04-24
CCIINT,"Stock Prices for CCIINT, ISIN NL0000687309, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CCIINT<br><br>ISIN: NL0000687309<br><br>Currency: PLN,2016-09-12 16:58:55,2006-12-08,2014-03-05
CDPROJEKT,"Stock Prices for CDPROJEKT, ISIN PLOPTTC00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CDPROJEKT<br><br>ISIN: PLOPTTC00011<br><br>Currency: PLN,2020-04-24 18:30:34,2013-01-04,2020-04-24
CDRED,"Stock Prices for CDRED, ISIN PLOPTTC00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CDRED<br><br>ISIN: PLOPTTC00011<br><br>Currency: PLN,2016-09-12 15:02:16,2011-08-02,2013-01-03
CDRL,"Stock Prices for CDRL, ISIN PLCDRL000043, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CDRL<br><br>ISIN: PLCDRL000043<br><br>Currency: PLN,2020-04-24 18:30:34,2014-12-10,2020-04-24
CEDC,"Stock Prices for CEDC, ISIN US1534351028, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CEDC<br><br>ISIN: US1534351028<br><br>Currency: PLN,2016-09-12 16:58:56,2006-12-20,2013-06-07
CEEPLUS,Warsaw Stock Exchange Indices: CEEplus,Index: CEEplus<br><br>ISIN: PL9999998948,2020-04-24 20:01:33,2019-09-05,2020-04-24
CELTIC,"Stock Prices for CELTIC, ISIN PLCELPD00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CELTIC<br><br>ISIN: PLCELPD00013<br><br>Currency: PLN,2020-04-24 18:30:34,2010-12-23,2020-04-24
CENSTALGD,"Stock Prices for CENSTALGD, ISIN PLCNTSL00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CENSTALGD<br><br>ISIN: PLCNTSL00014<br><br>Currency: PLN,2016-09-12 19:32:30,1997-03-19,2007-12-06
CENTKLIMA,"Stock Prices for CENTKLIMA, ISIN PLCNKLM00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CENTKLIMA<br><br>ISIN: PLCNKLM00016<br><br>Currency: PLN,2016-09-12 16:29:11,2009-01-06,2012-11-29
CENTROZAP,"Stock Prices for CENTROZAP, ISIN PLCNTZP00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CENTROZAP<br><br>ISIN: PLCNTZP00010<br><br>Currency: PLN,2016-09-12 18:58:26,1999-09-29,2012-05-22
CERSANIT,"Stock Prices for CERSANIT, ISIN PLCRSNT00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CERSANIT<br><br>ISIN: PLCRSNT00011<br><br>Currency: PLN,2016-09-12 19:15:53,1998-05-25,2012-01-17
CEZ,"Stock Prices for CEZ, ISIN CZ0005112300, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CEZ<br><br>ISIN: CZ0005112300<br><br>Currency: PLN,2020-04-24 18:30:34,2006-10-25,2020-04-24
CFI,"Stock Prices for CFI, ISIN PLINTKS00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CFI<br><br>ISIN: PLINTKS00013<br><br>Currency: PLN,2020-04-24 18:30:34,2015-03-06,2020-04-24
CHEMOS,"Stock Prices for CHEMOS, ISIN PLCHMDW00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CHEMOS<br><br>ISIN: PLCHMDW00010<br><br>Currency: PLN,2020-03-10 18:30:45,2008-11-25,2020-03-10
CIECH,"Stock Prices for CIECH, ISIN PLCIECH00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CIECH<br><br>ISIN: PLCIECH00018<br><br>Currency: PLN,2020-04-24 18:30:34,2005-02-10,2020-04-24
CIGAMES,"Stock Prices for CIGAMES, ISIN PLCTINT00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CIGAMES<br><br>ISIN: PLCTINT00018<br><br>Currency: PLN,2020-04-24 18:30:34,2013-09-25,2020-04-24
CITYINTER,"Stock Prices for CITYINTER, ISIN PLCTINT00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CITYINTER<br><br>ISIN: PLCTINT00018<br><br>Currency: PLN,2016-09-12 16:29:11,2007-12-28,2013-09-24
CITYSERV,"Stock Prices for CITYSERV, ISIN EE3100126368, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CITYSERV<br><br>ISIN: EE3100126368<br><br>Currency: PLN,2020-04-24 18:30:34,2015-11-16,2020-04-24
CLIF,"Stock Prices for CLIF, ISIN PLCLIF000018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CLIF<br><br>ISIN: PLCLIF000018<br><br>Currency: PLN,2016-09-12 18:58:26,1999-07-27,2002-10-04
CLNPHARMA,"Stock Prices for CLNPHARMA, ISIN PLCLNPH00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CLNPHARMA<br><br>ISIN: PLCLNPH00015<br><br>Currency: PLN,2020-04-24 18:30:34,2016-12-01,2020-04-24
CNT,"Stock Prices for CNT, ISIN PLERGPL00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CNT<br><br>ISIN: PLERGPL00014<br><br>Currency: PLN,2020-04-24 18:30:34,2013-03-22,2020-04-24
COALENERG,"Stock Prices for COALENERG, ISIN LU0646112838, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COALENERG<br><br>ISIN: LU0646112838<br><br>Currency: PLN,2020-04-24 18:30:34,2011-08-04,2020-04-24
COGNOR,"Stock Prices for COGNOR, ISIN PLCNTSL00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COGNOR<br><br>ISIN: PLCNTSL00014<br><br>Currency: PLN,2020-04-24 18:30:34,2007-12-07,2020-04-24
COLIAN,"Stock Prices for COLIAN, ISIN PLJTRZN00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COLIAN<br><br>ISIN: PLJTRZN00011<br><br>Currency: PLN,2018-09-27 18:30:20,2011-08-04,2018-09-27
COMARCH,"Stock Prices for COMARCH, ISIN PLCOMAR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COMARCH<br><br>ISIN: PLCOMAR00012<br><br>Currency: PLN,2020-04-24 18:30:34,1999-05-05,2020-04-24
COMP,"Stock Prices for COMP, ISIN PLCMP0000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COMP<br><br>ISIN: PLCMP0000017<br><br>Currency: PLN,2020-04-24 18:30:34,2005-01-14,2020-04-24
COMPENSA,"Stock Prices for COMPENSA, ISIN PLCMPNS00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COMPENSA<br><br>ISIN: PLCMPNS00010<br><br>Currency: PLN,2016-09-12 19:15:53,1998-06-05,2002-11-20
COMPERIA,"Stock Prices for COMPERIA, ISIN PLCOMPR00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COMPERIA<br><br>ISIN: PLCOMPR00010<br><br>Currency: PLN,2020-04-24 18:30:34,2014-03-25,2020-04-24
COMPLEX,"Stock Prices for COMPLEX, ISIN PLCMPLX00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: COMPLEX<br><br>ISIN: PLCMPLX00014<br><br>Currency: PLN,2016-09-12 16:29:11,2007-12-13,2014-06-05
CORMAY,"Stock Prices for CORMAY, ISIN PLCMRAY00029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CORMAY<br><br>ISIN: PLCMRAY00029<br><br>Currency: PLN,2020-04-24 18:30:34,2008-11-07,2020-04-24
CPENERGIA,"Stock Prices for CPENERGIA, ISIN PLCPENR00035, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CPENERGIA<br><br>ISIN: PLCPENR00035<br><br>Currency: PLN,2016-09-12 16:29:12,2007-11-28,2012-06-29
CPGROUP,"Stock Prices for CPGROUP, ISIN PLCPPRK00037, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CPGROUP<br><br>ISIN: PLCPPRK00037<br><br>Currency: PLN,2020-04-24 18:30:34,2014-03-07,2020-04-24
CSS,"Stock Prices for CSS, ISIN PLCSSUP00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CSS<br><br>ISIN: PLCSSUP00012<br><br>Currency: PLN,2016-09-12 18:58:26,1999-02-24,2007-12-20
CUBEITG,"Stock Prices for CUBEITG, ISIN PLMCINT00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CUBEITG<br><br>ISIN: PLMCINT00013<br><br>Currency: PLN,2020-04-24 18:30:34,2014-04-01,2020-04-24
CYFRPLSAT,"Stock Prices for CYFRPLSAT, ISIN PLCFRPT00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CYFRPLSAT<br><br>ISIN: PLCFRPT00013<br><br>Currency: PLN,2020-04-24 18:30:34,2008-05-06,2020-04-24
CZTOREBKA,"Stock Prices for CZTOREBKA, ISIN PLCRWTR00022, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: CZTOREBKA<br><br>ISIN: PLCRWTR00022<br><br>Currency: PLN,2020-04-24 18:30:34,2013-02-20,2020-04-24
DATAWALK,"Stock Prices for DATAWALK, ISIN PLPILAB00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DATAWALK<br><br>ISIN: PLPILAB00012<br><br>Currency: PLN,2020-04-24 18:30:34,2019-02-28,2020-04-24
DBPBC,"Stock Prices for DBPBC, ISIN PLBWR0000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DBPBC<br><br>ISIN: PLBWR0000014<br><br>Currency: PLN,2016-09-12 19:48:59,1995-07-05,2005-07-12
DEBICA,"Stock Prices for DEBICA, ISIN PLDEBCA00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DEBICA<br><br>ISIN: PLDEBCA00016<br><br>Currency: PLN,2020-04-24 18:30:34,1994-11-24,2020-04-24
DECORA,"Stock Prices for DECORA, ISIN PLDECOR00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DECORA<br><br>ISIN: PLDECOR00013<br><br>Currency: PLN,2020-04-24 18:30:34,2005-06-21,2020-04-24
DEKPOL,"Stock Prices for DEKPOL, ISIN PLDEKPL00032, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DEKPOL<br><br>ISIN: PLDEKPL00032<br><br>Currency: PLN,2020-04-24 18:30:34,2015-02-06,2020-04-24
DELIA,"Stock Prices for DELIA, ISIN PLDELIA00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DELIA<br><br>ISIN: PLDELIA00012<br><br>Currency: PLN,2016-09-12 19:15:53,1998-06-09,2002-07-24
DELKO,"Stock Prices for DELKO, ISIN PLDELKO00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DELKO<br><br>ISIN: PLDELKO00019<br><br>Currency: PLN,2020-04-24 18:30:34,2009-12-15,2020-04-24
DEVELIA,"Stock Prices for DEVELIA, ISIN PLLCCRP00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DEVELIA<br><br>ISIN: PLLCCRP00017<br><br>Currency: PLN,2020-04-24 18:30:34,2019-09-10,2020-04-24
DGA,"Stock Prices for DGA, ISIN PLDGA0000019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DGA<br><br>ISIN: PLDGA0000019<br><br>Currency: PLN,2020-04-24 18:30:34,2004-04-20,2020-04-24
DIGITREE,"Stock Prices for DIGITREE, ISIN PLSARE000013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DIGITREE<br><br>ISIN: PLSARE000013<br><br>Currency: PLN,2020-04-24 18:30:34,2019-11-28,2020-04-24
DINOPL,"Stock Prices for DINOPL, ISIN PLDINPL00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DINOPL<br><br>ISIN: PLDINPL00011<br><br>Currency: PLN,2020-04-24 18:30:34,2017-04-19,2020-04-24
DMWDM,"Stock Prices for DMWDM, ISIN PLWDM0000029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DMWDM<br><br>ISIN: PLWDM0000029<br><br>Currency: PLN,2016-09-12 15:02:16,2011-07-19,2015-10-30
DOMDEV,"Stock Prices for DOMDEV, ISIN PLDMDVL00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DOMDEV<br><br>ISIN: PLDMDVL00012<br><br>Currency: PLN,2020-04-24 18:30:34,2006-10-24,2020-04-24
DOMPLAST,"Stock Prices for DOMPLAST, ISIN PLDMPST00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DOMPLAST<br><br>ISIN: PLDMPST00015<br><br>Currency: PLN,2016-09-12 20:08:28,1994-08-04,1999-12-08
DRAGOWSKI,"Stock Prices for DRAGOWSKI, ISIN PLADDRG00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DRAGOWSKI<br><br>ISIN: PLADDRG00015<br><br>Currency: PLN,2016-09-12 16:29:12,2008-09-29,2015-07-07
DREWEX,"Stock Prices for DREWEX, ISIN PLDREWX00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DREWEX<br><br>ISIN: PLDREWX00012<br><br>Currency: PLN,2020-04-24 18:30:34,2008-06-24,2020-04-24
DROP,"Stock Prices for DROP, ISIN PLDROP000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DROP<br><br>ISIN: PLDROP000011<br><br>Currency: PLN,2020-04-24 18:30:34,2008-01-24,2020-04-24
DROSED,"Stock Prices for DROSED, ISIN PLDRSED00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DROSED<br><br>ISIN: PLDRSED00012<br><br>Currency: PLN,2016-09-12 19:49:00,1994-10-20,2004-01-30
DROZAPOL,"Stock Prices for DROZAPOL, ISIN PLDRZPL00032, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: DROZAPOL<br><br>ISIN: PLDRZPL00032<br><br>Currency: PLN,2020-04-24 18:30:34,2004-12-23,2020-04-24
